2,25; 214,67779585500446
2,5; 214,7686011330045
2,7500000000000018; 215,28631271248292
3,0000000000000018; 216,06732542771834
3,2500000000000018; 216,44003103746502
3,5; 216,6494093851485
3,75; 216,89290319153304
4; 216,95090312255542
4,25; 217,02011698544823
4,5; 217,58837839880815
4,75; 217,0711200448534
5; 217,87991023601694
5,250000000000002; 218,35807216315928
5,500000000000002; 218,69042276640346
5,750000000000002; 218,21406381300838
6,000000000000002; 219,138266563993
6,250000000000002; 218,75787613872993
6,500000000000002; 219,319979057134
6,75; 219,6338581551658
7; 219,7849335008949
7,25; 219,96586233796037
7,5; 220,59076882079592
7,75; 221,00371924280068
8; 220,59715508336643
8,250000000000004; 220,7443565502436
8,500000000000004; 221,08181461756084
8,750000000000004; 221,42110297932228
9,000000000000004; 221,6722006267263
9,25; 221,6722076816592
9,5; 221,67220768110826
9,75; 221,6722076807552
10; 221,67220768090908
10,25; 221,67220768187872
10,5; 222,22840368481792
10,75; 222,83202468193858
11; 222,64209045419358
11,25; 222,39622836484523
11,500000000000004; 222,2550753343308
11,750000000000004; 222,27965051392067
12,000000000000004; 222,7797618417584
12,250000000000004; 223,31915740163018
12,500000000000004; 222,83794530417384
12,75; 223,38251573299732
13; 223,71224446584108
13,25; 223,73423683399733
13,5; 223,78208783715036
13,75; 223,83839673887022
14; 223,89682119613468
14,25; 223,95101886592175
14,5; 223,9946474052092
14,750000000000004; 223,66055346539582
15,000000000000004; 223,4208113623474
15,250000000000004; 223,71224498269595
15,500000000000004; 223,79664885412032
15,750000000000004; 223,90501698222027
16; 223,99532053138535
16,25; 224,0036728064422
16,500000000000004; 224,47635959582965
16,75; 224,5865459428146
17,000000000000004; 224,64708416963458
17,25; 224,7548820685006
17,500000000000004; 224,8782487472542
17,75; 225,0015821063932
18,000000000000004; 225,1092800464151
18,25; 225,1486230743581
18,500000000000004; 224,89502419954295
18,75; 225,16109954509284
19,000000000000004; 225,48644603502504
19,25; 225,74563741612621
19,500000000000004; 225,7288214722073
19,750000000000004; 225,54449405909986
20; 225,32813671609466
20,250000000000004; 225,1694193887821
20,5; 225,16937805368678
20,750000000000004; 225,22546513017954
21; 225,3015774950025
21,250000000000004; 225,3885849197298
21,5; 225,48410478138135
21,750000000000004; 225,58575445697713
22; 225,69115132353718
22,250000000000004; 225,7979127580814
22,5; 225,90365613762987
22,749999999999996; 226,0059988392024
22,999999999999996; 226,1025582398191
23,249999999999996; 226,1909517164999
23,499999999999996; 226,26879664626478
23,750000000000004; 226,33371040613372
23,999999999999996; 226,17073851792887
24,250000000000004; 225,95414226796777
24,499999999999996; 225,77189342051435
24,750000000000004; 225,75228124770257
24,999999999999996; 225,75228124791425
25,250000000000004; 225,28920836226627
25,499999999999996; 225,5169711765289
25,749999999999996; 224,93936483238284
25,999999999999996; 224,3713677861444
26,249999999999996; 224,15093002858026
26,499999999999996; 224,6902156252512
26,749999999999996; 225,0279693695542
27,000000000000004; 225,06617002765103
27,249999999999996; 224,8779797692643
27,500000000000004; 224,88679319213014
27,749999999999996; 224,98062731960755
28,000000000000004; 225,09880320446962
28,249999999999996; 225,23195822215808
28,500000000000004; 225,37072974811463
28,749999999999996; 225,50575515778087
28,999999999999996; 225,62767182659863
29,249999999999996; 225,72711713000947
29,499999999999996; 225,56256565523861
29,749999999999996; 225,23154996250108
29,999999999999996; 225,3701281287333
30,250000000000004; 225,74059417801715
30,499999999999996; 226,11456354477147
30,750000000000004; 226,33514889993398
30,999999999999996; 226,33514889971906
31,250000000000004; 226,33514889985526
31,499999999999996; 226,33514890005017
31,750000000000004; 226,33514890005017
31,999999999999996; 226,33514890005017
32,25; 226,33514890005017
32,5; 226,33514890005017
32,75; 226,3351489000502
33; 226,20400818852266
33,25; 225,91881134952246
33,5; 225,75228124795387
33,75; 225,7522812477901
34; 225,7522812477901
34,25; 225,7522812477901
34,5; 225,75228124767136
34,75; 225,75228124726613
35; 225,75228124686458
35,25; 225,75228124659705
35,5; 225,75228124659384
35,75; 225,75228124698538
36; 225,79057713666214
36,25; 226,41689469420777
36,5; 226,8661605555501
36,75; 226,34660014379193
37; 226,33514890015817
37,25; 226,33514890020905
37,5; 226,3351489002122
37,75; 226,33514890018222
38; 226,33514890013356
38,25; 226,33514890008092
38,5; 226,33515513120264
38,75; 226,68989774670518
39; 226,85888772310807
39,25; 226,62819061083633
39,5; 226,3966967894757
39,75; 226,36899290193088
40; 226,55696948493602
40,25; 226,79186009992242
40,5; 227,0424605478788
40,75; 227,2775666297939
41; 227,46597414665652
41,25; 227,22959602488487
41,5; 226,91801654005167
41,75; 226,9868539772121
42; 227,22059024153
42,25; 227,4488058141622
42,5; 227,6746553895219
42,75; 227,81550611199938
43; 227,877275330975
43,25; 227,9494982565859
43,5; 228,01978672132327
43,75; 228,07575255767824
44; 228,6662666083044
44,25; 228,89330902920784
44,5; 229,1104859778094
44,75; 229,5268107776049
45; 230,07777762832944
45,25; 230,6425403574911
45,5; 230,96332926141568
45,75; 230,6420013539696
46; 230,50666075769414
46,25; 231,1583057100898
46,5; 231,40287865205838
46,75; 231,01389330651412
47; 231,32498181692
47,25; 231,6759037414713
47,5; 231,9091962163953
47,75; 232,0571654081994
48; 232,23143264257908
48,25; 232,38918575854856
48,5; 232,45525924931002
48,75; 232,61915445150518
49; 232,80721030400468
49,25; 232,98261537911415
49,5; 233,17472740276918
49,75; 233,32481913070336
50; 233,32956072717056
50,25; 233,3295607271706
50,5; 233,3295607271706
50,75; 233,32955898703992
51; 233,32955943424645
51,25; 232,97643098841004
51,5; 233,50524301879398
51,75; 234,32246882994326
52; 235,05953901884993
52,25; 234,59314195207725
52,5; 233,94367340054583
52,75; 233,3939077531083
53; 233,329560725323
53,25; 233,32956072637336
53,5; 233,32956072641872
53,75; 232,04242595604399
